location_type,state,county_name,fips_code,lat,lon,NCHS_urbanization,total_population,confirmed,confirmed_per_100000,deaths,deaths_per_100000
county,Alabama,Autauga,1001,32.53952745,-86.64408227,Medium metro,55200,2304,4173.91,30,54.35
county,Alabama,Baldwin,1003,30.72774991,-87.72207058,Small metro,208107,7263,3490.03,83,39.88
county,Alabama,Barbour,1005,31.868263,-85.3871286,Non-core,25782,1098,4258.79,9,34.91
county,Alabama,Bibb,1007,32.99642064,-87.1251146,Large fringe metro,22527,932,4137.26,16,71.03
county,Alabama,Blount,1009,33.98210918,-86.56790593,Large fringe metro,57645,2335,4050.65,26,45.1
county,Alabama,Bullock,1011,32.10030533,-85.71265535,Non-core,10352,664,6414.22,17,164.22
county,Alabama,Butler,1013,31.75300095,-86.68057478,Non-core,20025,1054,5263.42,41,204.74
county,Alabama,Calhoun,1015,33.77483727,-85.82630386,Small metro,115098,5217,4532.66,67,58.21
county,Alabama,Chambers,1017,32.91360079,-85.39072749,Micropolitan,33826,1489,4401.94,48,141.9
county,Alabama,Cherokee,1019,34.17805983,-85.60638968,Non-core,25853,845,3268.48,15,58.02
county,Alabama,Chilton,1021,32.85044126,-86.7173256,Large fringe metro,43930,2018,4593.67,35,79.67
county,Alabama,Choctaw,1023,32.02227341,-88.2656443,Non-core,13075,407,3112.81,12,91.78
county,Alabama,Clarke,1025,31.68099859,-87.83548597,Non-core,24387,1449,5941.69,18,73.81
county,Alabama,Clay,1027,33.26984193,-85.85836077,Non-core,13378,817,6107.04,13,97.17
county,Alabama,Cleburne,1029,33.67679204,-85.52005899,Non-core,14938,629,4210.74,11,73.64
county,Alabama,Coffee,1031,31.39932826,-85.98901039,Micropolitan,51288,2000,3899.55,12,23.4
county,Alabama,Colbert,1033,34.69847452,-87.80168544,Small metro,54495,2479,4549.04,33,60.56
county,Alabama,Conecuh,1035,31.43401703,-86.99320044,Non-core,12514,607,4850.57,13,103.88
county,Alabama,Coosa,1037,32.93690146,-86.24847739,Micropolitan,10855,236,2174.11,3,27.64
county,Alabama,Covington,1039,31.2477854,-86.45050893,Non-core,37351,1944,5204.68,32,85.67
county,Alabama,Crenshaw,1041,31.72941803,-86.31593104,Non-core,13865,648,4673.64,30,216.37
county,Alabama,Cullman,1043,34.13020303,-86.86888037,Micropolitan,82313,3246,3943.48,27,32.8
county,Alabama,Dale,1045,31.43037123,-85.61095742,Micropolitan,49255,2057,4176.23,55,111.66
county,Alabama,Dallas,1047,32.32688101,-87.1086671,Micropolitan,40029,1987,4963.9,27,67.45
county,Alabama,DeKalb,1049,34.45946862,-85.80782906,Non-core,71200,3911,5492.98,32,44.94
county,Alabama,Elmore,1051,32.59785413,-86.14415284,Medium metro,81212,3477,4281.39,59,72.65
county,Alabama,Escambia,1053,31.1256789,-87.15918694,Non-core,37328,1830,4902.49,31,83.05
county,Alabama,Etowah,1055,34.04567266,-86.04051873,Small metro,102939,4925,4784.39,58,56.34
county,Alabama,Fayette,1057,33.72076938,-87.73886638,Non-core,16585,678,4088.03,15,90.44
county,Alabama,Franklin,1059,34.44235334,-87.84289505,Non-core,31542,2257,7155.54,34,107.79
county,Alabama,Geneva,1061,31.09389027,-85.83572839,Small metro,26491,1032,3895.66,8,30.2
county,Alabama,Greene,1063,32.85504247,-87.95684022,Non-core,8426,362,4296.23,17,201.76
county,Alabama,Hale,1065,32.76039258,-87.63284988,Small metro,14887,833,5595.49,30,201.52
county,Alabama,Henry,1067,31.51148016,-85.24267944,Small metro,17124,782,4566.69,6,35.04
county,Alabama,Houston,1069,31.15197924,-85.29939599,Small metro,104352,4516,4327.66,36,34.5
county,Alabama,Jackson,1071,34.78144169,-85.99750489,Micropolitan,52094,2491,4781.74,22,42.23
county,Alabama,Jefferson,1073,33.55554728,-86.895063,Large central metro,659892,26003,3940.49,403,61.07
county,Alabama,Lamar,1075,33.77995024,-88.09668032,Non-core,13933,559,4012.06,7,50.24
county,Alabama,Lauderdale,1077,34.90171875,-87.65624729,Small metro,92585,2963,3200.3,47,50.76
county,Alabama,Lawrence,1079,34.52041498,-87.31069453,Small metro,33171,1007,3035.78,35,105.51
county,Alabama,Lee,1081,32.60154883,-85.35132246,Small metro,159287,6926,4348.13,65,40.81
county,Alabama,Limestone,1083,34.81185586,-86.98310072,Medium metro,93052,3380,3632.38,37,39.76
county,Alabama,Lowndes,1085,32.1597283,-86.65158371,Medium metro,10236,745,7278.23,29,283.31
county,Alabama,Macon,1087,32.38759944,-85.69267724,Non-core,19054,612,3211.92,20,104.96
county,Alabama,Madison,1089,34.76327133,-86.55069633,Medium metro,357560,10459,2925.1,105,29.37
county,Alabama,Marengo,1091,32.24767634,-87.78796182,Non-core,19538,1099,5624.94,24,122.84
county,Alabama,Marion,1093,34.13697363,-87.88704173,Non-core,29965,1215,4054.73,31,103.45
county,Alabama,Marshall,1095,34.36975964,-86.30486727,Micropolitan,95145,4864,5112.2,53,55.7
county,Alabama,Mobile,1097,30.78472347,-88.20842409,Medium metro,414659,17807,4294.37,328,79.1
county,Alabama,Monroe,1099,31.56729412,-87.36995001,Non-core,21512,692,3216.81,10,46.49
county,Alabama,Montgomery,1101,32.2206831,-86.20969272,Medium metro,226941,11175,4924.19,219,96.5
county,Alabama,Morgan,1103,34.45500589,-86.85475946,Small metro,119122,4924,4133.58,40,33.58
county,Alabama,Perry,1105,32.64048341,-87.29770589,Non-core,9486,619,6525.41,6,63.25
county,Alabama,Pickens,1107,33.28094866,-88.08818103,Small metro,20298,1008,4966.01,18,88.68
county,Alabama,Pike,1109,31.80396383,-85.9408295,Micropolitan,33403,1431,4284.05,14,41.91
county,Alabama,Randolph,1111,33.29526734,-85.45708831,Non-core,22574,895,3964.74,18,79.74
county,Alabama,Russell,1113,32.28725256,-85.18415324,Medium metro,58213,2022,3473.45,3,5.15
county,Alabama,Shelby,1117,33.26879845,-86.66232561,Large fringe metro,211261,8319,3937.78,71,33.61
county,Alabama,St. Clair,1115,33.71902176,-86.31029372,Large fringe metro,87306,3499,4007.74,52,59.56
county,Alabama,Sumter,1119,32.59117397,-88.19916205,Non-core,12985,510,3927.61,21,161.73
county,Alabama,Talladega,1121,33.37823223,-86.16886178,Micropolitan,80565,2953,3665.36,40,49.65
county,Alabama,Tallapoosa,1123,32.86698258,-85.79833053,Non-core,40636,1486,3656.86,87,214.1
county,Alabama,Tuscaloosa,1125,33.28726072,-87.52556818,Small metro,206213,11260,5460.37,146,70.8
county,Alabama,Walker,1127,33.80270512,-87.30027177,Large fringe metro,64493,3152,4887.35,96,148.85
county,Alabama,Washington,1129,31.4092794,-88.20689944,Non-core,16643,818,4914.98,12,72.1
county,Alabama,Wilcox,1131,31.98773215,-87.30891118,Non-core,10809,593,5486.17,12,111.02
county,Alabama,Winston,1133,34.15030532,-87.37325922,Non-core,23875,1043,4368.59,14,58.64
county,Alaska,Aleutians East,2013,55.32222414,-161.9722021,Non-core,3425,19,554.74,0,0
county,Alaska,Aleutians West,2016,52.3233,-174.1596,Non-core,5750,103,1791.3,0,0
county,Alaska,Anchorage,2020,61.14998174,-149.1426986,Medium metro,296112,10445,3527.38,51,17.22
county,Alaska,Bethel,2050,60.90980451,-159.8561831,Non-core,18040,714,3957.87,1,5.54
county,Alaska,Bristol Bay,2060,58.74513976,-156.701064,Non-core,890,0,0,0,0
county,Alaska,Bristol Bay plus Lake and Peninsula,2164,58.62403337,-156.2140589,Non-core,1375,122,8872.73,0,0
county,Alaska,Denali,2068,63.67264044,-150.0076108,Non-core,2232,33,1478.49,0,0
county,Alaska,Dillingham,2070,59.79603738,-158.2381942,Non-core,4975,70,1407.04,0,0
county,Alaska,Fairbanks North Star,2090,64.80726247,-146.5692662,Small metro,99653,2579,2587.98,16,16.06
county,Alaska,Haines,2100,59.09893571,-135.4679843,Non-core,2518,15,595.71,0,0
county,Alaska,Juneau,2110,58.45031811,-134.200436,Micropolitan,32330,667,2063.1,3,9.28
county,Alaska,Kenai Peninsula,2122,60.24429722,-151.5388884,Non-core,58220,1387,2382.34,4,6.87
county,Alaska,Ketchikan Gateway,2130,55.57445008,-130.975561,Micropolitan,13804,143,1035.93,0,0
county,Alaska,Kodiak Island,2150,57.65529415,-153.7493579,Non-core,13649,143,1047.7,0,0
county,Alaska,Kusilvak,2158,62.1542916,-163.3967883,Non-core,8198,339,4135.15,0,0
county,Alaska,Matanuska-Susitna,2170,62.31305045,-149.5741743,Medium metro,103464,2005,1937.87,3,2.9
county,Alaska,Nome,2180,64.90320724,-164.0353804,Non-core,9925,154,1551.64,0,0
county,Alaska,North Slope,2185,69.31479216,-153.4836093,Non-core,9797,325,3317.34,0,0
county,Alaska,Northwest Arctic,2188,67.04919196,-159.7503946,Non-core,7734,287,3710.89,0,0
county,Alaska,Petersburg,2195,57.13978948,-132.9540995,Non-core,3255,21,645.16,1,30.72
county,Alaska,Prince of Wales-Hyder,2198,55.76261984,-133.0511621,Non-core,6474,41,633.3,1,15.45
county,Alaska,Sitka,2220,57.24124555,-135.3206587,Non-core,8738,103,1178.76,0,0
county,Alaska,Skagway,2230,59.56149996,-135.3337748,Non-core,1061,7,659.75,0,0
county,Alaska,Southeast Fairbanks,2240,63.87692095,-143.2127643,Non-core,6876,109,1585.22,1,14.54
county,Alaska,Valdez-Cordova,2261,61.47502768,-144.7126799,Non-core,9301,200,2150.31,1,10.75
county,Alaska,Wrangell,2275,56.3202004,-132.0583731,Non-core,2484,19,764.9,0,0
county,Alaska,Yakutat,2282,59.8909808,-140.3601451,Non-core,689,38,5515.24,0,0
county,Alaska,Yukon-Koyukuk,2290,65.50815459,-151.3907387,Non-core,5415,130,2400.74,2,36.93
county,Arizona,Apache,4001,35.39465006,-109.4892383,Non-core,71522,4127,5770.25,184,257.26
county,Arizona,Cochise,4003,31.87934684,-109.7516088,Small metro,126279,2384,1887.88,76,60.18
county,Arizona,Coconino,4005,35.83883429,-111.7707178,Small metro,140217,5864,4182.09,151,107.69
county,Arizona,Gila,4007,33.80190085,-110.8132779,Micropolitan,53400,2168,4059.93,75,140.45
county,Arizona,Graham,4009,32.93166885,-109.8882178,Micropolitan,37879,1441,3804.22,31,81.84
county,Arizona,Greenlee,4011,33.21498827,-109.2405279,Non-core,9504,116,1220.54,2,21.04
county,Arizona,La Paz,4012,33.72854224,-113.9810029,Non-core,20701,648,3130.28,18,86.95
county,Arizona,Maricopa,4013,33.34835867,-112.4918154,Large central metro,4253913,167063,3927.28,3709,87.19
county,Arizona,Mohave,4015,35.70471703,-113.7577902,Small metro,206064,4743,2301.71,240,116.47
county,Arizona,Navajo,4017,35.3997715,-110.3218983,Micropolitan,108705,6824,6277.54,258,237.34
county,Arizona,Pima,4019,32.0971334,-111.7890033,Medium metro,1019722,30493,2990.32,659,64.63
county,Arizona,Pinal,4021,32.90525627,-111.3449483,Large fringe metro,419721,12867,3065.61,231,55.04
county,Arizona,Santa Cruz,4023,31.52508998,-110.8479088,Micropolitan,46584,3143,6746.95,66,141.68
county,Arizona,Yavapai,4025,34.59933926,-112.5538588,Small metro,224645,3284,1461.86,101,44.96
county,Arizona,Yuma,4027,32.76895712,-113.9066674,Small metro,207829,14534,6993.25,363,174.66
county,Arkansas,Arkansas,5001,34.29145151,-91.37277296,Non-core,18124,782,4314.72,20,110.35
county,Arkansas,Ashley,5003,33.19153461,-91.7698471,Non-core,20537,622,3028.68,13,63.3
county,Arkansas,Baxter,5005,36.28784385,-92.33782872,Micropolitan,41219,940,2280.5,15,36.39
county,Arkansas,Benton,5007,36.33644656,-94.25680817,Medium metro,258980,9561,3691.79,133,51.36
county,Arkansas,Boone,5009,36.3084504,-93.09374925,Micropolitan,37288,1218,3266.47,38,101.91
county,Arkansas,Bradley,5011,33.46755808,-92.15980837,Non-core,10948,383,3498.36,8,73.07
county,Arkansas,Calhoun,5013,33.55598792,-92.49974403,Micropolitan,5202,81,1557.09,0,0
county,Arkansas,Carroll,5015,36.3403856,-93.54270261,Non-core,27887,1097,3933.73,20,71.72
county,Arkansas,Chicot,5017,33.26458973,-91.29539209,Non-core,10826,1065,9837.43,23,212.45
county,Arkansas,Clark,5019,34.04613432,-93.17484713,Micropolitan,22385,608,2716.1,6,26.8
county,Arkansas,Clay,5021,36.36826212,-90.4148172,Non-core,15061,582,3864.29,16,106.23
county,Arkansas,Cleburne,5023,35.53864922,-92.02640019,Non-core,25230,550,2179.94,18,71.34
county,Arkansas,Cleveland,5025,33.89723187,-92.18537045,Small metro,8226,281,3416,13,158.04
county,Arkansas,Columbia,5027,33.21230701,-93.22642793,Micropolitan,23892,807,3377.7,22,92.08
county,Arkansas,Conway,5029,35.26205537,-92.70506566,Non-core,20906,412,1970.73,4,19.13
county,Arkansas,Craighead,5031,35.83018283,-90.63235729,Small metro,105701,5538,5239.31,57,53.93
county,Arkansas,Crawford,5033,35.58928601,-94.2446814,Medium metro,62472,2401,3843.32,33,52.82
county,Arkansas,Crittenden,5035,35.21247318,-90.30839406,Large fringe metro,49013,2727,5563.83,53,108.13
county,Arkansas,Cross,5037,35.29631396,-90.77185818,Non-core,16998,641,3771.03,23,135.31
county,Arkansas,Dallas,5039,33.97042763,-92.65167437,Non-core,7432,201,2704.52,6,80.73
county,Arkansas,Desha,5041,33.83011025,-91.25500948,Non-core,11887,458,3852.95,8,67.3
county,Arkansas,Drew,5043,33.59035001,-91.71777921,Non-core,18502,477,2578.1,7,37.83
county,Arkansas,Faulkner,5045,35.14719007,-92.33717519,Medium metro,122416,3772,3081.3,44,35.94
county,Arkansas,Franklin,5047,35.51202821,-93.89299569,Non-core,17780,625,3515.19,4,22.5
county,Arkansas,Fulton,5049,36.38177105,-91.81729127,Non-core,12139,384,3163.36,11,90.62
county,Arkansas,Garland,5051,34.57692074,-93.14921604,Small metro,98296,2850,2899.41,82,83.42
county,Arkansas,Grant,5053,34.29017991,-92.42320562,Medium metro,18086,411,2272.48,4,22.12
county,Arkansas,Greene,5055,36.1173546,-90.55832668,Micropolitan,44623,1932,4329.61,23,51.54
county,Arkansas,Hempstead,5057,33.73325583,-93.66935133,Non-core,22018,672,3052.05,5,22.71
county,Arkansas,Hot Spring,5059,34.31709259,-92.95396325,Micropolitan,33520,2431,7252.39,39,116.35
county,Arkansas,Howard,5061,34.09007427,-93.9934871,Non-core,13389,690,5153.48,15,112.03
county,Arkansas,Independence,5063,35.74242707,-91.57001641,Micropolitan,37264,1688,4529.84,66,177.11
county,Arkansas,Izard,5065,36.09604046,-91.90847954,Non-core,13559,836,6165.65,3,22.13
county,Arkansas,Jackson,5067,35.59802983,-91.21494602,Non-core,17225,1036,6014.51,6,34.83
county,Arkansas,Jefferson,5069,34.26767081,-91.92619839,Small metro,70424,4559,6473.65,102,144.84
county,Arkansas,Johnson,5071,35.56759135,-93.46036368,Non-core,26291,1095,4164.92,11,41.84
county,Arkansas,Lafayette,5073,33.24116713,-93.60677071,Non-core,6915,220,3181.49,3,43.38
county,Arkansas,Lawrence,5075,36.04188196,-91.10867198,Non-core,16669,955,5729.2,24,143.98
county,Arkansas,Lee,5077,34.78498904,-90.78383866,Non-core,9398,1119,11906.79,18,191.53
county,Arkansas,Lincoln,5079,33.95317155,-91.74002806,Small metro,13695,2355,17196.06,18,131.43
county,Arkansas,Little River,5081,33.70375665,-94.23468591,Small metro,12417,519,4179.75,37,297.98
county,Arkansas,Logan,5083,35.21413234,-93.71951016,Non-core,21757,653,3001.33,5,22.98
county,Arkansas,Lonoke,5085,34.75392199,-91.88742357,Medium metro,72206,2077,2876.49,35,48.47
county,Arkansas,Madison,5087,36.01038185,-93.72524943,Medium metro,16076,480,2985.82,6,37.32
county,Arkansas,Marion,5089,36.26844485,-92.68451899,Non-core,16438,220,1338.36,2,12.17
county,Arkansas,Miller,5091,33.31403423,-93.89285258,Small metro,43759,1796,4104.3,22,50.28
county,Arkansas,Mississippi,5093,35.76271485,-90.0519437,Micropolitan,42831,2641,6166.09,72,168.1
county,Arkansas,Monroe,5095,34.6815935,-91.20540287,Non-core,7249,251,3462.55,2,27.59
county,Arkansas,Montgomery,5097,34.53704874,-93.65824478,Non-core,8993,199,2212.83,9,100.08
county,Arkansas,Nevada,5099,33.66340119,-93.30632432,Non-core,8440,368,4360.19,14,165.88
county,Arkansas,Newton,5101,35.91947491,-93.21612969,Micropolitan,7848,346,4408.77,21,267.58
county,Arkansas,Ouachita,5103,33.58839816,-92.87795984,Micropolitan,24106,435,1804.53,9,37.34
county,Arkansas,Perry,5105,34.9459153,-92.94372564,Medium metro,10322,181,1753.54,2,19.38
county,Arkansas,Phillips,5107,34.43268455,-90.84800154,Micropolitan,19034,809,4250.29,16,84.06
county,Arkansas,Pike,5109,34.16250414,-93.65789349,Non-core,10808,291,2692.45,1,9.25
county,Arkansas,Poinsett,5111,35.57433534,-90.66268713,Small metro,24054,1354,5629,32,133.03
county,Arkansas,Polk,5113,34.48254879,-94.22728802,Non-core,20163,445,2207.01,5,24.8
county,Arkansas,Pope,5115,35.44871474,-93.03212219,Micropolitan,63644,2991,4699.58,39,61.28
county,Arkansas,Prairie,5117,34.83624419,-91.55162157,Non-core,8244,281,3408.54,5,60.65
county,Arkansas,Pulaski,5119,34.77054088,-92.31355101,Medium metro,393463,13342,3390.92,230,58.46
county,Arkansas,Randolph,5121,36.3415714,-91.02455531,Non-core,17603,756,4294.72,26,147.7
county,Arkansas,Saline,5125,34.64916145,-92.67583224,Medium metro,118009,3416,2894.69,42,35.59
county,Arkansas,Scott,5127,34.85588887,-94.0632176,Non-core,10442,267,2556.98,2,19.15
county,Arkansas,Searcy,5129,35.9109364,-92.69936482,Non-core,7923,227,2865.08,1,12.62
county,Arkansas,Sebastian,5131,35.19605503,-94.27162713,Medium metro,127461,5618,4407.62,106,83.16
county,Arkansas,Sevier,5133,33.99780401,-94.2424869,Non-core,17193,1505,8753.56,16,93.06
county,Arkansas,Sharp,5135,36.16258158,-91.47819342,Non-core,17043,449,2634.51,13,76.28
county,Arkansas,St. Francis,5123,35.02201976,-90.74828138,Micropolitan,26294,1855,7054.84,11,41.83
county,Arkansas,Stone,5137,35.86251946,-92.15684085,Non-core,12446,418,3358.51,22,176.76
county,Arkansas,Union,5139,33.16887091,-92.59746952,Micropolitan,39732,1261,3173.76,53,133.39
county,Arkansas,Van Buren,5141,35.58095779,-92.51295036,Non-core,16684,246,1474.47,3,17.98
county,Arkansas,Washington,5143,35.976844,-94.21800746,Medium metro,228529,12605,5515.71,162,70.89
county,Arkansas,White,5145,35.25688493,-91.74908296,Micropolitan,78804,1943,2465.61,41,52.03
county,Arkansas,Woodruff,5147,35.18902527,-91.2439489,Non-core,6660,154,2312.31,0,0
county,Arkansas,Yell,5149,35.00292371,-93.41171338,Micropolitan,21573,1418,6573.03,32,148.33
county,California,Alameda,6001,37.64629437,-121.8929271,Large central metro,1643700,25001,1521.02,475,28.9
county,California,Alpine,6003,38.59678594,-119.8223594,Non-core,1146,23,2006.98,0,0
county,California,Amador,6005,38.44583082,-120.65696,Non-core,37829,376,993.95,16,42.3
county,California,Butte,6007,39.66727762,-121.6005252,Small metro,227075,3285,1446.66,54,23.78
county,California,Calaveras,6009,38.20537103,-120.552913,Non-core,45235,366,809.11,21,46.42
county,California,Colusa,6011,39.17881957,-122.2331726,Non-core,21464,583,2716.18,6,27.95
county,California,Contra Costa,6013,37.91923498,-121.9289527,Large fringe metro,1133247,20031,1767.58,253,22.33
county,California,Del Norte,6015,41.74228275,-123.8974063,Micropolitan,27424,203,740.23,1,3.65
county,California,El Dorado,6017,38.77965956,-120.5233166,Large fringe metro,186661,1502,804.67,4,2.14
county,California,Fresno,6019,36.75733899,-119.6466953,Medium metro,978130,32619,3334.83,454,46.42
county,California,Glenn,6021,39.59875897,-122.3938452,Non-core,27897,716,2566.58,3,10.75
county,California,Humboldt,6023,40.69923009,-123.876044,Micropolitan,135768,621,457.4,10,7.37
county,California,Imperial,6025,33.0393082,-115.3669042,Small metro,180216,13490,7485.46,341,189.22
county,California,Inyo,6027,36.51112084,-117.4111978,Non-core,18085,252,1393.42,15,82.94
county,California,Kern,6029,35.34329425,-118.7277796,Medium metro,883053,35394,4008.14,429,48.58
county,California,Kings,6031,36.07409056,-119.8159973,Small metro,150075,9026,6014.33,87,57.97
county,California,Lake,6033,39.10124298,-122.7536244,Micropolitan,64148,754,1175.41,17,26.5
county,California,Lassen,6035,40.67311306,-120.5935099,Micropolitan,31185,799,2562.13,1,3.21
county,California,Los Angeles,6037,34.30828379,-118.2282411,Large central metro,10098052,323625,3204.83,7177,71.07
county,California,Madera,6039,37.21513971,-119.7665589,Small metro,155013,5306,3422.94,76,49.03
county,California,Marin,6041,38.07122463,-122.7210631,Large fringe metro,260295,7254,2786.84,127,48.79
county,California,Mariposa,6043,37.57978556,-119.9073334,Non-core,17540,88,501.71,2,11.4
county,California,Mendocino,6045,39.4381191,-123.3911313,Micropolitan,87422,1231,1408.11,21,24.02
county,California,Merced,6047,37.18922369,-120.7209035,Medium metro,269075,9982,3709.75,164,60.95
county,California,Modoc,6049,41.58965602,-120.7244817,Non-core,8938,75,839.11,0,0
county,California,Mono,6051,37.93899289,-118.8872409,Non-core,14174,352,2483.42,2,14.11
county,California,Monterey,6053,36.21862405,-121.2413397,Medium metro,433212,12312,2842.03,101,23.31
county,California,Napa,6055,38.50735751,-122.332839,Small metro,140530,2274,1618.16,16,11.39
county,California,Nevada,6057,39.30394768,-120.7627281,Micropolitan,99092,715,721.55,9,9.08
county,California,Orange,6059,33.70147516,-117.7645998,Large central metro,3164182,62563,1977.23,1509,47.69
county,California,Placer,6061,39.06167234,-120.7240569,Large fringe metro,380077,4853,1276.85,60,15.79
county,California,Plumas,6063,40.00355989,-120.8395236,Non-core,18699,105,561.53,0,0
county,California,Riverside,6065,33.74314981,-115.9933578,Large central metro,2383286,71620,3005.09,1338,56.14
county,California,Sacramento,6067,38.45106826,-121.3425374,Large central metro,1510023,28059,1858.18,508,33.64
county,California,San Benito,6069,36.60308176,-121.069975,Large fringe metro,59416,1517,2553.18,15,25.25
county,California,San Bernardino,6071,34.84060306,-116.1774685,Large fringe metro,2135413,68865,3224.9,1096,51.32
county,California,San Diego,6073,33.03484597,-116.7365326,Large central metro,3302833,60570,1833.88,938,28.4
county,California,San Francisco,6075,37.75215114,-122.4385672,Large central metro,870044,13081,1503.49,151,17.36
county,California,San Joaquin,6077,37.93433732,-121.2730061,Medium metro,732212,22635,3091.32,494,67.47
county,California,San Luis Obispo,6079,35.38822029,-120.4039028,Medium metro,281455,4698,1669.18,33,11.72
county,California,San Mateo,6081,37.4228808,-122.3275546,Large fringe metro,765935,11937,1558.49,162,21.15
county,California,Santa Barbara,6083,34.65329488,-120.0188492,Medium metro,443738,10180,2294.15,131,29.52
county,California,Santa Clara,6085,37.23104908,-121.6970462,Large central metro,1922200,26747,1391.48,433,22.53
county,California,Santa Cruz,6087,37.05580291,-122.0066524,Medium metro,273765,3134,1144.78,26,9.5
county,California,Shasta,6089,40.76391419,-122.0396884,Small metro,179085,2630,1468.58,34,18.99
county,California,Sierra,6091,39.57713498,-120.5200701,Non-core,2930,7,238.91,0,0
county,California,Siskiyou,6093,41.59198861,-122.5407434,Non-core,43540,292,670.65,0,0
county,California,Solano,6095,38.26827353,-121.9357113,Medium metro,438530,8366,1907.74,79,18.01
county,California,Sonoma,6097,38.52746429,-122.8862506,Medium metro,501317,10424,2079.32,146,29.12
county,California,Stanislaus,6099,37.55862499,-120.9970722,Medium metro,539301,18549,3439.45,408,75.65
county,California,Sutter,6101,39.03417539,-121.6945899,Small metro,95872,1992,2077.77,12,12.52
county,California,Tehama,6103,40.12570935,-122.2370171,Micropolitan,63373,1054,1663.17,19,29.98
county,California,Trinity,6105,40.6491767,-123.114713,Non-core,12862,46,357.64,0,0
county,California,Tulare,6107,36.22026558,-118.8020203,Medium metro,460477,18312,3976.75,297,64.5
county,California,Tuolumne,6109,38.02644018,-119.9525093,Micropolitan,53932,341,632.28,8,14.83
county,California,Ventura,6111,34.44465746,-119.0910613,Medium metro,848112,15504,1828.06,169,19.93
county,California,Yolo,6113,38.68278902,-121.9018288,Large fringe metro,214977,3527,1640.64,63,29.31
county,California,Yuba,6115,39.26255932,-121.3535644,Small metro,75493,1434,1899.51,10,13.25
county,Colorado,Adams,8001,39.87432092,-104.3362578,Large fringe metro,497115,18690,3759.69,272,54.72
county,Colorado,Alamosa,8003,37.57250606,-105.7885451,Non-core,16444,397,2414.25,9,54.73
county,Colorado,Arapahoe,8005,39.64977461,-104.3353617,Large fringe metro,636671,16769,2633.86,393,61.73
county,Colorado,Archuleta,8007,37.19474156,-107.0476867,Non-core,12908,76,588.78,0,0
county,Colorado,Baca,8009,37.31940883,-102.5603223,Non-core,3563,39,1094.58,0,0
county,Colorado,Bent,8011,37.95474293,-103.0720195,Non-core,5809,25,430.37,0,0
county,Colorado,Boulder,8013,40.09313619,-105.3546767,Medium metro,321030,6999,2180.17,97,30.22
county,Colorado,Broomfield,8014,39.95998787,-105.0566324,Large fringe metro,66120,1283,1940.41,43,65.03
county,Colorado,Chaffee,8015,38.74745778,-106.1926573,Non-core,19164,469,2447.3,20,104.36
county,Colorado,Cheyenne,8017,38.82777431,-102.6032558,Non-core,2039,16,784.7,0,0
county,Colorado,Clear Creek,8019,39.68864463,-105.6463118,Large fringe metro,9379,110,1172.83,1,10.66
county,Colorado,Conejos,8021,37.201606,-106.1917488,Non-core,8142,103,1265.05,1,12.28
county,Colorado,Costilla,8023,37.27732493,-105.4276548,Non-core,3687,49,1328.99,1,27.12
county,Colorado,Crowley,8025,38.32608609,-103.7844965,Non-core,5630,208,3694.49,1,17.76
county,Colorado,Custer,8027,38.10883162,-105.3683478,Non-core,4640,36,775.86,0,0
county,Colorado,Delta,8029,38.86246243,-107.8631342,Non-core,30346,277,912.81,3,9.89
county,Colorado,Denver,8031,39.76018276,-104.8725695,Large central metro,693417,23816,3434.59,459,66.19
county,Colorado,Dolores,8033,37.75208676,-108.5211585,Non-core,1841,3,162.95,0,0
county,Colorado,Douglas,8035,39.33133796,-104.930001,Large fringe metro,328614,5748,1749.16,68,20.69
county,Colorado,Eagle,8037,39.62754308,-106.6933637,Micropolitan,54357,1699,3125.63,10,18.4
county,Colorado,El Paso,8041,38.83240149,-104.5251411,Medium metro,688153,14566,2116.68,213,30.95
county,Colorado,Elbert,8039,39.28656773,-104.1358721,Large fringe metro,25162,314,1247.91,3,11.92
county,Colorado,Fremont,8043,38.47362326,-105.4399667,Micropolitan,47002,1155,2457.34,2,4.26
county,Colorado,Garfield,8045,39.59921777,-107.902708,Micropolitan,58538,1403,2396.73,5,8.54
county,Colorado,Gilpin,8047,39.85646523,-105.5252597,Large fringe metro,5924,46,776.5,0,0
county,Colorado,Grand,8049,40.10603347,-106.1178042,Non-core,15066,178,1181.47,1,6.64
county,Colorado,Gunnison,8051,38.66611652,-107.0320729,Non-core,16537,369,2231.36,7,42.33
county,Colorado,Hinsdale,8053,37.82247444,-107.3004345,Non-core,878,4,455.58,0,0
county,Colorado,Huerfano,8055,37.68473101,-104.9612585,Non-core,6583,51,774.72,3,45.57
county,Colorado,Jackson,8057,40.6659387,-106.3408905,Non-core,1296,10,771.6,0,0
county,Colorado,Jefferson,8059,39.58635604,-105.2517692,Large fringe metro,570427,11918,2089.31,347,60.83
county,Colorado,Kiowa,8061,38.43260896,-102.7392145,Non-core,1449,9,621.12,0,0
county,Colorado,Kit Carson,8063,39.30497777,-102.6022199,Non-core,7635,191,2501.64,3,39.29
county,Colorado,La Plata,8067,37.28632032,-107.8429014,Micropolitan,55101,499,905.61,2,3.63
county,Colorado,Lake,8065,39.20278823,-106.3555697,Non-core,7585,168,2214.9,0,0
county,Colorado,Larimer,8069,40.66671597,-105.4625784,Medium metro,338161,5571,1647.44,63,18.63
